sample,event_id,gate,category,loss
2402,2793,37,1,1361850958.0
2403,2794,1,1,888943050.7
2404,2796,51,3,10653826219.0
2405,2797,49,1,654860547.6
2406,2800,46,1,524354473.6
2406,2799,12,1,542905333.7
2406,2798,25,1,785057726.5
2409,2802,2,1,1073380819.0
2410,2803,21,1,1205057041.0
2410,2804,25,1,785057726.5
2413,2805,46,2,3450533798.0
2414,2809,49,1,866067634.9
2414,2810,11,1,1881740576.0
2416,2811,21,4,14948036345.0
2418,2814,9,3,5961674471.0
2419,2816,51,3,6125661347.0
2419,2815,21,4,14948036345.0
2422,2818,26,1,1205057041.0
2422,2820,15,1,760322328.5
2423,2823,32,1,821323293.5
2423,2822,51,3,5279670590.0
2423,2821,9,1,524354473.6
2424,2824,45,1,1119276599.0
2426,2828,52,1,1316785465.0
2431,2829,52,1,420550947.5
2432,2830,6,1,901765476.2
2433,2831,39,2,2424371639.0
2434,2832,12,1,442883641.6
2437,2833,12,1,1289941312.0
2438,2834,6,1,901765476.2
2439,2835,48,3,8097986358.0
2439,2836,12,1,579431973.2
2441,2837,22,1,947222683.7
2441,2839,13,1,854722593.0
2443,2841,9,3,5961674471.0
2443,2842,50,1,795430630.9
2444,2843,12,3,8126555557.0
2444,2844,9,3,5961674471.0
2445,2845,51,3,10093076308.0
2447,2846,18,3,7188343121.0
2447,2847,12,1,713115380.0
2449,2850,11,2,2544197467.0
2449,2848,13,1,1020666564.0
2450,2851,53,1,1316785465.0
2450,2852,11,1,2293861092.0
2450,2853,50,1,795430630.9
2451,2854,27,1,1205057041.0
2452,2859,20,3,6613654285.0
2452,2857,9,1,524354473.6
2452,2858,20,4,26234121822.0
2453,2861,49,1,544019649.2
2454,2862,39,2,2424371639.0
2457,2863,25,1,785057726.5
2458,2864,48,3,8097986358.0
2458,2865,20,4,26234121822.0
2459,2866,12,1,469456986.0
2461,2867,4,1,950202156.2
2461,2868,37,2,3450533798.0
2463,2870,1,1,1104340851.0
2464,2872,12,3,5030803098.0
2464,2873,9,1,524354473.6
2465,2874,48,3,8097986358.0
2465,2875,63,2,2733219431.0
2466,2876,27,1,1247943521.0
2467,2877,4,3,5749773962.0
2469,2879,12,3,8126555557.0
2470,2881,1,1,820622210.6
2472,2883,52,1,661891769.7
2474,2885,10,1,917493104.4
2475,2886,39,2,2424371639.0
2476,2887,22,1,947222683.7
2477,2888,10,1,695850282.9
2478,2889,12,1,790814380.2
2480,2890,2,1,724331173.5
2481,2891,40,4,14853619650.0
2484,2892,10,1,697310685.5
2486,2894,46,4,14948036345.0
2487,2895,1,1,923507527.5
2487,2896,1,1,755180891.6
2487,2897,37,2,3450533798.0
2488,2900,48,3,6613654285.0
2488,2899,12,1,875273917.3
2488,2898,50,1,795430630.9
2489,2901,46,2,3450533798.0
2490,2903,21,1,1624871268.0
2492,2905,21,4,14948036345.0
2493,2906,48,3,8097986358.0
2495,2908,14,3,8938953132.0
2497,2909,15,3,8938953132.0
2498,2910,46,1,524354473.6
2498,2912,18,3,7188343121.0
2498,2911,49,1,842138510.5
2500,2913,1,3,5749773962.0
2501,2914,12,3,8126555557.0
2502,2915,21,1,1624871268.0
2503,2917,24,1,785057726.5
2503,2916,25,1,785057726.5
2505,2918,11,2,2544197467.0
2506,2919,12,1,470023299.6
2506,2921,37,1,1361850958.0
2506,2920,51,3,9847777288.0
2511,2925,49,3,6613654285.0
2512,2926,37,2,3450533798.0
2512,2927,13,3,8938953132.0
2512,2928,32,1,821323293.5
2513,2930,49,1,863425541.2
2513,2931,12,1,695481297.1
2513,2929,51,3,7134349464.0
2515,2932,21,4,14948036345.0
2517,2934,26,1,1205057041.0
2518,2936,16,1,809085279.9
2519,2937,11,1,799245052.3
2519,2938,21,4,14948036345.0
2519,2939,49,1,514497754.4
2520,2941,6,1,901765476.2
2521,2942,12,1,515118024.5
2522,2943,52,1,518293476.3
2522,2944,45,1,1119276599.0
2523,2946,9,3,5961674471.0
2523,2947,21,1,1624871268.0
2523,2945,2,1,925796091.0
2526,2948,1,1,1181784344.0
2527,2949,1,3,5749773962.0
2527,2950,12,3,8126555557.0
2530,2951,10,1,661379306.4
2531,2952,21,1,1624871268.0
2532,2955,53,1,1316785465.0
2532,2953,12,1,1289941312.0
2532,2954,9,3,5961674471.0
2535,2957,40,4,14853619650.0
2541,2959,61,1,462562513.5
2543,2960,48,3,8097986358.0
2544,2961,11,1,815468950.5
2546,2962,45,1,1119276599.0
2547,2963,10,1,1522730744.0
2548,2965,12,3,8126555557.0
2549,2966,6,1,901765476.2
2550,2968,10,1,854987026.1
2550,2967,58,1,775055478.6
2550,2969,26,1,1205057041.0
2551,2971,2,1,900715909.3
2552,2972,13,1,1289941312.0
2554,2974,20,4,26234121822.0
2556,2975,13,3,5030803098.0
2556,2976,12,1,820158918.2
2557,2977,63,2,2733219431.0
2560,2979,12,1,854782836.2
2561,2981,39,4,14853619650.0
2561,2982,40,4,14853619650.0
2561,2980,1,1,808861121.0
2564,2983,11,2,2544197467.0
2565,2985,53,1,1316785465.0
2565,2986,2,1,867465975.3
2566,2987,49,3,6613654285.0
2568,2988,1,1,743905095.7
2570,2989,1,1,923507527.5
2570,2990,62,1,462562513.5
2570,2991,46,4,14948036345.0
2570,2992,12,3,8126555557.0
2571,2993,18,3,7188343121.0
2572,2994,46,2,3450533798.0
2573,2995,8,2,2424371639.0
2575,2996,1,1,1140506408.0
2576,2998,12,3,8126555557.0
2576,2999,10,1,773351418.8
2576,3000,1,1,813020053.0
2579,3001,40,4,14853619650.0
2579,3002,58,1,775055478.6
2580,3003,11,2,2544197467.0
2583,3004,10,1,1207342068.0
2584,3005,51,3,9729663072.0
2586,3006,48,3,8097986358.0
2586,3007,21,4,14948036345.0
2588,3010,49,1,481087666.1
2588,3011,52,1,570293944.6
2588,3009,9,3,5961674471.0
2589,3012,20,3,6613654285.0
2590,3014,61,2,3611421792.0
2590,3013,53,2,4224952563.0
2590,3015,1,1,772049607.1
2591,3016,40,4,14853619650.0
2591,3017,21,4,14948036345.0
2592,3018,20,2,4661767010.0
2592,3019,61,2,3611421792.0
2593,3020,52,2,4224952563.0
2593,3021,40,4,14853619650.0
2598,3023,24,1,785057726.5
2598,3024,14,3,5030803098.0
2599,3025,21,1,785057726.5
2604,3028,20,2,4661767010.0
2606,3030,49,3,6613654285.0
2606,3029,18,3,7188343121.0
2607,3031,10,1,901301259.1
2607,3032,12,1,1563436184.0
2609,3033,49,3,6613654285.0
2611,3034,27,1,1247943521.0
2612,3035,61,2,3611421792.0
2613,3037,52,1,665242689.2
2613,3036,20,3,6613654285.0
2614,3038,27,1,1247943521.0
2614,3040,13,3,5030803098.0
2615,3041,21,1,1624871268.0
2617,3042,15,1,728349502.2
2617,3043,1,1,767468576.1
2620,3045,52,2,4224952563.0
2621,3047,21,1,1624871268.0
2622,3048,63,2,2733219431.0
2623,3049,51,1,433881311.9
2627,3050,46,4,14948036345.0
2627,3053,49,3,6613654285.0
2628,3054,10,1,1284078327.0
2629,3055,52,2,4224952563.0
2629,3057,27,1,1247943521.0
2630,3058,1,1,743929985.0
2631,3059,10,1,1357319513.0
2632,3060,52,1,744199380.0
2632,3061,12,3,8126555557.0
2632,3062,22,1,947222683.7
2633,3063,46,4,14948036345.0
2634,3064,9,1,524354473.6
2637,3065,1,1,879041680.2
2638,3066,11,2,2544197467.0
2639,3067,1,1,832872698.5
2639,3069,1,1,785026842.8
2640,3070,20,2,4661767010.0
2641,3071,18,3,7188343121.0
2643,3073,11,2,2544197467.0
2643,3074,12,1,578246606.2
2644,3076,12,1,733217721.6
2644,3078,11,2,2544197467.0
2645,3079,1,1,701473292.8
2646,3081,10,1,1167810481.0
2646,3082,1,1,933079510.4
2646,3083,20,4,26234121822.0
2647,3085,9,3,5961674471.0
2647,3086,9,1,524354473.6
2648,3087,20,3,6613654285.0
2650,3090,27,1,1247943521.0
2650,3088,46,1,524354473.6
2650,3089,12,1,532090300.2
2651,3091,15,1,1061525521.0
2651,3092,62,2,2733219431.0
2652,3094,12,1,831724490.9
2652,3093,48,3,8097986358.0
2652,3095,10,1,1342298083.0
2653,3096,9,1,524354473.6
2653,3097,27,1,1247943521.0
2655,3099,14,3,8938953132.0
2659,3101,46,2,3450533798.0
2659,3103,10,1,923158634.4
2661,3105,51,3,11334925900.0
2661,3104,52,1,1316785465.0
2663,3107,58,1,775055478.6
2664,3110,39,2,2424371639.0
2664,3109,48,3,8097986358.0
2664,3108,20,4,26234121822.0
2666,3113,50,1,795430630.9
2666,3112,53,1,1316785465.0
2667,3115,21,1,947222683.7
2667,3114,61,1,462562513.5
2671,3118,46,1,524354473.6
2673,3119,12,1,1402414653.0
2673,3121,1,1,791162939.5
2675,3123,20,2,4661767010.0
2675,3125,12,1,670366142.2
2675,3122,49,3,6613654285.0
2675,3124,50,1,795430630.9
2676,3126,27,1,1247943521.0
2677,3127,14,1,1289941312.0
2678,3128,52,1,420550947.5
2678,3129,5,1,992824781.7
2678,3130,20,4,26234121822.0
2679,3131,11,2,2544197467.0
2680,3132,49,1,735881669.9
2683,3134,6,1,901765476.2
2687,3135,13,1,1289941312.0
2690,3136,62,2,2733219431.0
2693,3137,20,4,26234121822.0
2695,3139,49,1,552953212.0
2695,3140,12,1,1140892540.0
2696,3141,21,1,947222683.7
2696,3142,50,1,795430630.9
2697,3143,21,1,1205057041.0
2698,3146,12,1,775701599.0
2698,3144,36,1,1361850958.0
2698,3145,11,3,8126555557.0
2702,3148,25,1,785057726.5
2702,3147,8,2,2424371639.0
2703,3149,49,1,780859127.0
2705,3151,37,1,1361850958.0
2706,3153,62,1,462562513.5
2707,3154,9,3,5961674471.0
2710,3156,12,1,721993803.7
2711,3157,21,1,1624871268.0
2718,3161,15,1,1432661019.0
2719,3162,51,3,5739828463.0
2719,3163,10,1,888183844.8
2720,3164,14,3,7188343121.0
2720,3165,6,1,901765476.2
2724,3168,10,1,992780051.8
2726,3169,52,1,555161027.7
2728,3170,48,1,759252579.6
2729,3173,14,3,5030803098.0
2729,3172,12,1,733120170.2
2729,3174,53,2,4224952563.0
2730,3175,9,1,524354473.6
2731,3176,51,3,10960743060.0
2731,3177,27,1,1247943521.0
2731,3178,12,1,507777701.5
2733,3179,1,1,869957480.2
2733,3180,29,1,821323293.5
2734,3182,5,3,5749773962.0
2734,3181,1,1,824648128.2
2735,3183,50,1,795430630.9
2736,3186,62,1,462562513.5
2736,3185,1,1,885233038.6
2736,3187,51,3,9208309768.0
2738,3188,37,2,3450533798.0
2740,3189,37,2,3450533798.0
2740,3190,20,3,6613654285.0
2742,3191,27,1,1247943521.0
2743,3192,61,2,3611421792.0
2743,3193,46,1,524354473.6
2744,3195,49,1,1050457703.0
2744,3196,9,1,524354473.6
2744,3194,13,1,914752327.8
2744,3197,49,3,6613654285.0
2745,3198,48,3,8097986358.0
2747,3199,45,1,1119276599.0
2748,3200,27,1,1205057041.0
2751,3201,15,1,1150121416.0
2753,3202,52,1,422676459.4
2754,3203,14,3,7188343121.0
2756,3205,21,4,14948036345.0
2756,3208,15,1,1231552708.0
2756,3209,58,1,775055478.6
2758,3210,25,1,785057726.5
2760,3211,46,2,3450533798.0
2760,3214,21,4,14948036345.0
2762,3216,9,1,524354473.6
2762,3217,1,1,976000646.5
2763,3218,25,1,785057726.5
2763,3219,13,3,5030803098.0
2767,3221,58,1,775055478.6
2767,3222,37,2,3450533798.0
2768,3223,14,1,828704896.6
2768,3224,49,3,6613654285.0
2769,3226,18,3,7188343121.0
2769,3225,12,1,765947208.4
2770,3228,15,1,771512635.0
2771,3229,48,3,8097986358.0
2773,3230,37,1,1361850958.0
2774,3231,2,1,1104715670.0
2776,3232,48,3,8097986358.0
2776,3233,46,2,3450533798.0
2777,3234,40,4,14853619650.0
2778,3235,52,1,491004709.4
2778,3236,14,1,1037812410.0
2778,3237,10,1,782887945.0
2780,3238,22,1,947222683.7
2781,3239,45,1,1119276599.0
2781,3243,26,1,1205057041.0
2781,3240,50,3,13064231808.0
2781,3242,49,3,6613654285.0
2781,3241,1,1,953216225.6
2783,3246,22,1,947222683.7
2783,3245,46,1,524354473.6
2786,3247,21,4,14948036345.0
2786,3248,51,3,7827528102.0
2789,3250,58,1,775055478.6
2789,3252,20,2,4661767010.0
2789,3253,21,1,947222683.7
2793,3256,46,2,3450533798.0
2793,3257,27,1,1247943521.0
2794,3258,10,1,642544003.1
2795,3259,3,1,968112977.4
2796,3262,14,1,1289941312.0
2796,3261,6,1,901765476.2
2796,3260,49,1,542101722.7
2799,3263,37,1,1361850958.0
2800,3264,21,1,947222683.7
2800,3265,50,3,10327444017.0
2801,3266,46,4,14948036345.0
2806,3269,1,3,5749773962.0
2806,3270,17,3,7188343121.0
2806,3271,29,1,821323293.5
2809,3272,45,1,1119276599.0
2811,3273,53,2,4224952563.0
2812,3274,21,1,1624871268.0
2814,3276,45,1,1119276599.0
2815,3277,14,3,5030803098.0
2816,3278,61,2,3611421792.0
2817,3280,12,3,8126555557.0
2818,3281,51,3,7429276947.0
2822,3282,12,1,754145659.3
2823,3284,12,1,425051330.6
2824,3285,46,4,14948036345.0
2824,3286,12,1,455805440.0
2825,3288,61,1,462562513.5
2825,3289,12,3,8126555557.0
2827,3290,14,1,930252570.3
2829,3291,14,1,1389355924.0
2830,3292,1,1,1236273410.0
2832,3293,18,3,7188343121.0
2834,3294,10,1,762040710.3
2835,3295,49,1,882765911.9
2835,3296,13,1,1011804304.0
2835,3297,13,1,870175191.1
2835,3298,13,1,1289941312.0
2837,3300,12,3,8126555557.0
2840,3301,52,1,544319786.3
2844,3304,50,3,5757833641.0
2844,3305,16,3,8938953132.0
2848,3307,10,1,1150214457.0
2849,3309,21,1,1624871268.0
2849,3308,51,3,16979857606.0
2850,3311,46,2,3450533798.0
2851,3312,15,1,945848786.7
2853,3313,21,4,14948036345.0
2856,3315,49,3,6613654285.0
2857,3316,12,1,787575847.2
2857,3317,46,4,14948036345.0
2859,3320,37,2,3450533798.0
2859,3319,46,2,3450533798.0
2861,3322,14,1,1089142093.0
2862,3323,27,1,1205057041.0
2864,3327,1,1,758886646.7
2864,3325,15,3,8938953132.0
2869,3329,27,1,1247943521.0
2870,3330,8,2,2424371639.0
2870,3331,9,3,5961674471.0
2871,3332,12,1,890616364.9
2872,3333,51,3,6253025278.0
2872,3334,27,1,1247943521.0
2873,3336,20,4,26234121822.0
2873,3335,58,1,775055478.6
2876,3338,1,1,750602938.8
2877,3340,20,4,26234121822.0
2877,3339,20,3,6613654285.0
2879,3342,2,1,984500059.4
2880,3343,2,1,961126424.4
2881,3344,1,1,822423494.7
2882,3347,14,1,1289941312.0
2882,3345,12,1,1397785254.0
2882,3346,20,4,26234121822.0
2886,3349,52,1,558768809.5
2888,3351,21,4,14948036345.0
2890,3352,39,2,2424371639.0
2891,3353,62,1,462562513.5
2891,3354,9,3,5961674471.0
2893,3357,62,1,462562513.5
2893,3355,48,1,1400182786.0
2893,3356,14,1,826910451.5
2894,3358,37,2,3450533798.0
2896,3361,9,1,524354473.6
2899,3363,49,1,479850757.6
2900,3364,14,3,8938953132.0
2901,3365,63,2,2733219431.0
2902,3366,12,1,692008816.7
2903,3367,9,1,524354473.6
2904,3370,1,1,824676641.9
2905,3372,21,1,947222683.7
2905,3371,52,1,1316785465.0
2906,3374,52,1,1316785465.0
2906,3373,21,1,1624871268.0
2908,3375,11,1,497366134.2
2910,3377,20,3,6613654285.0
2913,3378,58,1,775055478.6
2914,3380,12,1,1823807072.0
2914,3381,20,3,6613654285.0
2916,3383,46,4,14948036345.0
2916,3382,37,1,1361850958.0
2917,3384,20,4,26234121822.0
2920,3385,21,4,14948036345.0
2923,3386,1,1,806464687.6
2924,3387,39,2,2424371639.0
2925,3388,52,1,389536545.5
2926,3389,21,4,14948036345.0
2927,3390,12,1,1289941312.0
2928,3391,39,2,2424371639.0
2929,3392,10,1,1138189211.0
2930,3393,27,1,1247943521.0
2931,3394,63,2,2733219431.0
2931,3395,52,1,568004107.9
2932,3398,50,3,8979826742.0
2932,3397,50,1,795430630.9
2932,3396,39,2,2424371639.0
2933,3399,18,3,7188343121.0
2934,3400,8,2,2424371639.0
2936,3404,12,1,711278015.1
2940,3408,45,1,1119276599.0
2941,3409,21,2,4661767010.0
2942,3411,26,1,1205057041.0
2942,3412,62,1,462562513.5
2944,3414,11,1,853685977.5
2944,3413,46,2,3450533798.0
2945,3417,10,1,1107568868.0
2945,3415,21,1,947222683.7
2947,3419,1,1,846547065.7
2949,3421,51,3,14214806014.0
2950,3422,1,1,784825020.1
2950,3423,29,1,821323293.5
2950,3424,21,1,947222683.7
2951,3426,60,2,3611421792.0
2952,3427,1,1,821056360.2
2954,3429,49,1,612769112.7
2954,3428,51,3,5493388058.0
2954,3430,12,3,5030803098.0
2955,3431,46,1,524354473.6
2957,3432,14,3,5030803098.0
2958,3434,51,3,6038809194.0
2960,3436,21,4,14948036345.0
2961,3437,39,2,2424371639.0
2961,3438,46,2,3450533798.0
2962,3439,46,4,14948036345.0
2963,3442,52,1,686348488.1
2963,3440,37,2,3450533798.0
2964,3443,29,1,821323293.5
2965,3445,12,1,339289390.6
2965,3446,1,1,986951722.2
2966,3447,14,1,877333327.4
2969,3449,20,3,6613654285.0
2969,3450,9,3,5961674471.0
2972,3451,58,1,775055478.6
2976,3452,13,3,5030803098.0
2976,3453,62,1,462562513.5
2979,3454,2,3,5749773962.0
2980,3455,29,1,821323293.5
2981,3457,14,1,764008283.9
2981,3458,39,2,2424371639.0
2982,3459,1,1,942668363.9
2984,3462,15,1,1228090239.0
2984,3463,26,1,1205057041.0
2984,3461,46,4,14948036345.0
2985,3466,25,1,785057726.5
2985,3464,40,4,14853619650.0
2985,3465,32,1,821323293.5
2986,3468,46,2,3450533798.0
2988,3469,12,1,745280924.0
2990,3471,21,1,1624871268.0
2992,3473,12,1,635445383.6
2993,3476,15,3,8938953132.0
2993,3475,39,2,2424371639.0
2993,3474,12,1,1261664944.0
2994,3478,52,1,605487593.2
2994,3477,51,3,7654189883.0
2997,3480,12,1,339289390.6
2998,3481,14,3,8938953132.0
3000,3483,46,2,3450533798.0
3000,3484,11,1,867975305.8
3001,3485,22,1,947222683.7
3002,3486,12,1,786693985.5
3003,3487,8,2,2424371639.0
3003,3488,45,1,1119276599.0
3005,3489,12,1,897762232.1
3007,3491,12,1,627776246.0
3007,3492,51,3,11903959002.0
3010,3493,46,1,524354473.6
3011,3494,9,3,5961674471.0
3011,3495,53,1,1316785465.0
3013,3496,12,1,252423959.8
3013,3497,1,1,732798483.7
3015,3498,51,3,5515529482.0
3015,3500,61,1,462562513.5
3015,3501,46,1,524354473.6
3017,3503,51,3,5786724952.0
3017,3504,37,1,1361850958.0
3018,3506,11,2,2544197467.0
3019,3508,12,3,5030803098.0
3019,3507,18,3,7188343121.0
3022,3510,52,1,628169151.3
3026,3512,13,1,956154041.7
3027,3513,20,3,6613654285.0
3028,3514,10,1,491119786.7
3029,3515,27,1,1247943521.0
3030,3516,53,2,4224952563.0
3030,3517,37,1,1361850958.0
3032,3519,48,3,8097986358.0
3032,3520,46,1,524354473.6
3034,3521,13,3,5030803098.0
3034,3522,29,1,821323293.5
3034,3523,49,1,546714065.0
3034,3524,46,1,524354473.6
3034,3525,9,3,5961674471.0
3035,3526,20,2,4661767010.0
3037,3527,15,3,8938953132.0
3040,3530,52,1,679824578.5
3041,3531,52,1,423676165.6
3042,3534,14,1,1049179916.0
3042,3533,20,4,26234121822.0
3043,3536,49,3,6613654285.0
3043,3535,52,1,579512737.4
3048,3538,21,4,14948036345.0
3051,3539,18,3,7188343121.0
3052,3542,20,2,4661767010.0
3052,3541,12,1,682418155.5
3053,3543,52,1,1316785465.0
3054,3544,49,1,830992855.1
3055,3546,53,1,1316785465.0
3056,3548,1,1,750545266.6
3058,3549,14,1,1272977549.0
3059,3551,63,2,2733219431.0
3059,3550,1,1,1088006779.0
3061,3553,10,1,656829110.3
3062,3555,39,2,2424371639.0
3062,3554,27,1,1247943521.0
3063,3556,52,1,620970210.7
3063,3557,10,1,1444559509.0
3064,3558,21,1,1624871268.0
3066,3560,21,1,1624871268.0
3066,3561,15,1,1146926781.0
3067,3562,20,2,4661767010.0
3071,3564,27,1,1247943521.0
3072,3565,8,2,2424371639.0
3073,3566,6,1,901765476.2
3074,3567,21,1,1624871268.0
3077,3574,12,1,675533262.3
3077,3573,40,4,14853619650.0
3077,3575,46,2,3450533798.0
3078,3577,36,2,3450533798.0
3078,3576,46,1,524354473.6
3078,3578,14,1,1289941312.0
3079,3579,10,1,960572110.8
3082,3582,46,1,524354473.6
3083,3583,32,1,821323293.5
3084,3584,48,3,8097986358.0
3086,3585,25,1,785057726.5
3088,3587,12,1,632054236.6
3088,3586,37,2,3450533798.0
3089,3588,32,1,821323293.5
3090,3590,20,3,6613654285.0
3091,3591,20,4,26234121822.0
3093,3593,9,3,5961674471.0
3093,3592,16,1,1279177183.0
3094,3594,21,1,1624871268.0
3097,3596,12,3,8126555557.0
3099,3597,15,3,8938953132.0
3099,3599,1,1,837541889.4
3100,3603,14,1,1307564906.0
3100,3600,50,1,795430630.9
3101,3604,58,1,775055478.6
3101,3605,9,1,524354473.6
3105,3607,27,1,1247943521.0
3106,3608,12,1,970328182.5
3107,3609,46,4,14948036345.0
3108,3611,6,1,901765476.2
3109,3613,62,2,2733219431.0
3112,3616,14,3,5030803098.0
3112,3617,12,1,1081582159.0
3112,3615,46,4,14948036345.0
3115,3618,53,1,1316785465.0
3116,3620,13,1,1289941312.0
3117,3622,10,1,942734259.0
3117,3621,49,1,632469799.9
3118,3624,15,1,926775007.0
3118,3623,62,2,2733219431.0
3119,3626,12,1,403826220.7
3119,3625,1,3,5749773962.0
3119,3627,26,1,1205057041.0
3119,3628,10,1,529289197.2
3120,3629,14,3,8938953132.0
3120,3630,51,3,7429276947.0
3120,3631,1,1,1162926769.0
3121,3632,12,1,877798415.9
3126,3635,58,1,775055478.6
3127,3637,51,3,6546798534.0
3127,3638,50,1,795430630.9
3129,3639,12,1,1149554938.0
3130,3640,13,3,5030803098.0
3130,3642,10,1,1368723559.0
3131,3643,63,2,2733219431.0
3133,3645,49,1,1112862749.0
3133,3644,13,3,8938953132.0
3134,3647,45,1,1119276599.0
3134,3646,24,1,785057726.5
3137,3648,21,4,14948036345.0
3138,3649,2,1,1173846721.0
3139,3650,12,1,353125995.7
3139,3651,20,4,26234121822.0
3140,3652,11,2,2544197467.0
3142,3654,10,1,1069415882.0
3143,3655,20,2,4661767010.0
3144,3656,12,1,1756725492.0
3144,3657,13,1,1289941312.0
3144,3658,53,2,4224952563.0
3146,3659,18,3,7188343121.0
3146,3660,21,4,14948036345.0
3147,3661,1,1,752604713.8
3149,3664,51,3,12629713387.0
3151,3665,20,2,4661767010.0
3151,3666,53,1,1316785465.0
3151,3667,12,1,627776246.0
3151,3668,39,2,2424371639.0
3154,3672,1,1,863487492.5
3155,3673,50,1,795430630.9
3157,3675,12,1,595222511.6
3159,3676,53,1,1316785465.0
3159,3677,10,1,573473280.7
3160,3678,11,2,2544197467.0
3162,3679,26,1,1205057041.0
3162,3680,32,1,821323293.5
3164,3681,52,1,654550611.5
3164,3682,15,3,8938953132.0
3165,3684,12,1,835071594.8
3166,3685,1,3,5749773962.0
3166,3686,12,1,860613800.2
3166,3687,20,3,6613654285.0
3167,3688,46,4,14948036345.0
3167,3689,48,3,8097986358.0
3169,3690,20,2,4661767010.0
3172,3693,49,1,749496785.2
3176,3695,11,2,2544197467.0
3176,3694,12,1,1435347967.0
3176,3696,9,3,5961674471.0
3178,3699,1,3,5749773962.0
3178,3698,20,4,26234121822.0
3179,3700,12,1,535944900.3
3179,3701,1,1,931603292.3
3181,3703,62,1,462562513.5
3181,3704,48,3,8097986358.0
3181,3705,11,1,1848932640.0
3183,3706,21,1,1624871268.0
3187,3712,12,3,5030803098.0
3187,3710,11,2,2544197467.0
3187,3709,37,1,1361850958.0
3187,3711,12,3,5030803098.0
3188,3713,8,2,2424371639.0
3188,3714,12,1,543505714.8
3190,3715,45,1,1119276599.0
3191,3716,45,1,1119276599.0
3191,3717,12,1,804628801.3
3193,3719,14,1,828991177.4
3193,3718,12,3,8126555557.0
3194,3720,39,2,2424371639.0
3194,3721,48,3,8097986358.0
3196,3722,16,1,956154041.7
3196,3724,63,2,2733219431.0
3197,3725,49,1,587568655.7
3198,3726,14,1,868415080.0
3198,3727,1,1,891288547.3
3199,3731,46,4,14948036345.0
3199,3729,13,1,1095903490.0
3199,3730,14,3,8938953132.0
3200,3732,21,1,785057726.5
3203,3733,6,1,901765476.2
3203,3734,21,1,1624871268.0
3203,3735,14,1,963706959.6
3204,3736,46,2,3450533798.0
3207,3737,49,1,882997544.2
3207,3738,37,2,3450533798.0
3208,3739,12,1,791835436.8
3208,3740,9,3,5961674471.0
3210,3742,1,3,5749773962.0
3211,3743,48,3,6613654285.0
3212,3745,46,4,14948036345.0
3212,3746,39,2,2424371639.0
3212,3744,12,1,516164424.7
3214,3750,52,1,420550947.5
3214,3748,8,2,2424371639.0
3216,3752,21,4,14948036345.0
3217,3753,53,2,4224952563.0
3217,3754,26,1,785057726.5
3217,3755,8,2,2424371639.0
3219,3756,9,3,5961674471.0
3219,3757,1,1,936492873.1
3221,3758,13,1,1289941312.0
3222,3759,12,1,429519105.6
3223,3760,29,1,821323293.5
3224,3763,1,1,864147882.1
3224,3764,39,2,2424371639.0
3224,3761,26,1,1205057041.0
3224,3762,11,2,2544197467.0
3225,3765,26,1,1205057041.0
3225,3766,49,1,551171963.6
3226,3767,12,1,621357326.5
3226,3768,52,1,1316785465.0
3227,3769,20,3,6613654285.0
3228,3770,14,1,1214190018.0
3228,3771,2,1,879739221.3
3231,3773,1,3,5749773962.0
3233,3774,52,1,1316785465.0
3234,3776,12,1,797404546.3
3234,3775,53,2,4224952563.0
3235,3778,49,1,901471857.7
3235,3779,14,1,909317528.1
3235,3777,12,1,483354277.3
3236,3781,21,4,26234121822.0
3236,3780,51,3,6433727062.0
3237,3782,12,1,524093093.4
3238,3784,32,1,821323293.5
3238,3783,49,3,6613654285.0
3239,3786,15,1,1007489211.0
3239,3787,9,3,5961674471.0
3239,3785,9,3,5961674471.0
3240,3788,49,1,654227952.3
3240,3789,1,1,942668363.9
3241,3790,11,3,8126555557.0
3241,3791,1,1,901434830.9
3241,3792,15,1,882369515.1
3242,3794,6,1,901765476.2
3242,3795,39,2,2424371639.0
3243,3796,6,1,901765476.2
3244,3797,12,1,1857796201.0
3247,3800,50,3,7769945773.0
3248,3802,50,3,12862921692.0
3248,3801,12,1,881882247.3
3249,3803,46,1,524354473.6
3252,3804,18,3,7188343121.0
3255,3805,48,3,8097986358.0
3256,3807,21,4,14948036345.0
3257,3808,14,1,910761969.4
3260,3809,39,2,2424371639.0
3262,3810,14,1,1289941312.0
3263,3811,51,3,9208309768.0
3266,3812,1,1,787672301.2
3268,3813,18,3,7188343121.0
3269,3814,32,1,821323293.5
3270,3815,29,1,821323293.5
3276,3821,20,3,6613654285.0
3276,3818,15,1,807775194.1
3277,3822,49,1,1361328544.0
3278,3824,10,1,787554943.3
3279,3825,53,1,1316785465.0
3280,3826,52,2,4224952563.0
3282,3827,15,1,694052544.2
3282,3828,12,1,1751363690.0
3282,3829,6,1,901765476.2
3282,3831,21,1,1624871268.0
3282,3832,15,1,916834743.1
3285,3835,46,1,524354473.6
3285,3837,49,1,1689621054.0
3287,3840,1,1,874609453.0
3287,3839,15,1,1033608621.0
3289,3841,49,1,540347155.8
3289,3842,2,1,929727587.7
3289,3844,53,2,4224952563.0
3290,3845,48,3,8097986358.0
3290,3846,1,1,770286994.3
3291,3847,14,1,782923402.2
3292,3848,14,3,8938953132.0
3293,3849,8,2,2424371639.0
3294,3850,12,3,8126555557.0
